 ,2016
"037 Cloonclare, Co. Leitrim",..
"038 Cloonlogher, Co. Leitrim",35051
"039 Drumahaire, Co. Leitrim",41450
"040 Drumkeeran, Co. Leitrim",33491
999 Garvagh / Arigna,..
"042 Glenade, Co. Leitrim",..
"043 Glenaniff, Co. Leitrim",..
"044 Glenboy, Co. Leitrim",33999
"045 Glencar, Co. Leitrim",..
"046 Glenfarn, Co. Leitrim",..
"047 Killanummery, Co. Leitrim",33898
"048 Killarga, Co. Leitrim",..
"049 Kiltyclogher, Co. Leitrim",..
"050 Lurganboy, Co. Leitrim",32865
"051 Mahanagh, Co. Leitrim",36581
"052 Manorhamilton, Co. Leitrim",36798
"053 Munakill, Co. Leitrim",36269
"054 Sramore, Co. Leitrim",27833
"055 St. Patrick's, Co. Leitrim",..
"056 Aghavas, Co. Leitrim",32444
"057 Beihy, Co. Leitrim",26640
"058 Breandrum, Co. Leitrim",37979
"059 Bunnybeg, Co. Leitrim",41077
"060 Carrigallen East, Co. Leitrim",..
"061 Carrigallen West, Co. Leitrim",32136
"062 Cashel, Co. Leitrim",..
"063 Castlefore, Co. Leitrim",45754
"064 Cattan, Co. Leitrim",31054
"065 Cloone, Co. Leitrim",35683
"066 Corriga, Co. Leitrim",40186
"067 Drumard, Co. Leitrim",41571
"068 Drumdoo, Co. Leitrim",32265
"069 Drumod, Co. Leitrim",44235
"070 Fenagh, Co. Leitrim",35479
"071 Gortermone, Co. Leitrim",28329
"072 Keeldra, Co. Leitrim",41507
"073 Lisgillock, Co. Leitrim",..
"074 Mohill, Co. Leitrim",36092
"075 Rinn, Co. Leitrim",31433
"076 Riverstown, Co. Leitrim",42860
"077 Roosky, Co. Leitrim",34931
"078 Rowan, Co. Leitrim",..
"001 Ardnaree South Urban, Co. Mayo",33771
"002 Ballina Urban, Co. Mayo",34116
"003 Castlebar Urban, Co. Mayo",42510
"004 Westport Urban, Co. Mayo",37230
"005 Ardagh, Co. Mayo",37427
"006 Ardnaree North (Part Urban), Co. Mayo",45198
"007 Ardnaree South Rural (Part Urban), Co. Mayo",42785
"008 Attymass East, Co. Mayo",38449
"009 Attymass West, Co. Mayo",..
"010 Ballina Rural (Part Urban), Co. Mayo",38378
"011 Ballycastle, Co. Mayo",35118
"012 Ballysakeery, Co. Mayo",38554
"013 Béal Deirg Mór, Co. Mayo",17287
"014 Bunaveela, Co. Mayo",..
"015 Carrowmore, Co. Mayo",37150
"016 Crossmolina North, Co. Mayo",41049
"017 Crossmolina South, Co. Mayo",33685
"018 Deel, Co. Mayo",35057
"019 Derry, Co. Mayo",35796
"020 Fortland, Co. Mayo",42051
"021 Kilfian East, Co. Mayo",..
"022 Kilfian South, Co. Mayo",40079
"023 Kilfian West, Co. Mayo",..
"024 Kilgarvan, Co. Mayo",35956
"025 Killala, Co. Mayo",39929
"026 Lackan North, Co. Mayo",41197
"027 Lackan South, Co. Mayo",41810
"028 Letterbrick, Co. Mayo",..
"029 Mount Falcon, Co. Mayo",35835
"030 Rathoma, Co. Mayo",38361
"031 Sallymount, Co. Mayo",38553
"032 Sraheen, Co. Mayo",47983
"033 Baile an Chalaidh, Co. Mayo",43682
"034 Ballinrobe, Co. Mayo",34328
"035 Baile Óbha, Co. Mayo",30231
"036 Burriscarra, Co. Mayo",42515
"037 An Cheapaigh Dhuibh, Co. Mayo",38542
"038 Cong, Co. Mayo",39625
"039 Coonard, Co. Mayo",43070
"040 Dalgan, Co. Mayo",36318
"041 Hollymount, Co. Mayo",37521
"042 Houndswood, Co. Mayo",37423
"043 Kilcommon, Co. Mayo",33683
"044 Kilmaine, Co. Mayo",31557
"045 Neale, Co. Mayo",34863
"046 Newbrook, Co. Mayo",36624
"047 Abhainn Bhrain, Co. Mayo",..
"048 Partraí, Co. Mayo",36431
"049 Roslee, Co. Mayo",34290
"050 Shrule, Co. Mayo",37054
"051 An Geata Mór Thuaidh, Co. Mayo",34233
"052 An Geata Mór Theas, Co. Mayo",31156
"053 Bangor, Co. Mayo",29257
"054 Barr Rúscaí, Co. Mayo",..
"055 Béal an Mhuirthead, Co. Mayo",36606
"056 Gleann na Muaidhe, Co. Mayo",..
"057 Gleann Chaisil, Co. Mayo",34304
999 Glenco / Sheskin,..
"059 Guala Mhór, Co. Mayo",..
"060 Cnoc an Daimh, Co. Mayo",..
"061 Cnoc na Lobhar, Co. Mayo",43858
"062 Moing na Bó, Co. Mayo",..
"063 Na Monga, Co. Mayo",..
"064 Cnoc na Ráithe, Co. Mayo",31370
"066 Addergoole, Co. Mayo",31888
"067 Balla, Co. Mayo",39876
"068 Ballinafad, Co. Mayo",37767
"069 Ballyhean, Co. Mayo",43936
"070 Ballynagoraher, Co. Mayo",29261
"071 Bellavary, Co. Mayo",34540
"072 Breaghwy, Co. Mayo",51935
"073 Burren, Co. Mayo",..
"074 Castlebar Rural (Part Urban), Co. Mayo",41278
"075 Clogher, Co. Mayo",31576
"076 Cloonkeen, Co. Mayo",45000
"077 Croaghmoyle, Co. Mayo",..
"078 Killavally, Co. Mayo",44287
"079 Manulla, Co. Mayo",44393
"080 Pontoon, Co. Mayo",32372
"081 Strade, Co. Mayo",32730
"082 Tamhnaigh na Graí, Co. Mayo",43700
"083 Turlough, Co. Mayo",53153
"084 Ballindine, Co. Mayo",36952
"085 Ballyhaunis, Co. Mayo",29999
"086 Ballyhowly, Co. Mayo",31365
"087 Bekan, Co. Mayo",39199
"088 Caraun, Co. Mayo",48058
"089 Claremorris, Co. Mayo",36811
"090 Cloghermore, Co. Mayo",..
"091 Course, Co. Mayo",34584
"092 Crossboyne, Co. Mayo",38735
"093 Culnacleha, Co. Mayo",40440
"094 Garrymore, Co. Mayo",31284
"095 Kilcolman, Co. Mayo",44569
"096 Kilvine, Co. Mayo",39230
"097 Knock North, Co. Mayo",34773
"098 Knock South, Co. Mayo",49541
"099 Loughanboy, Co. Mayo",..
"100 Mayo, Co. Mayo",32757
"101 Murneen, Co. Mayo",40582
"102 Tagheen, Co. Mayo",..
"103 Aghamore, Co. Mayo",43452
"104 Ballinamore, Co. Mayo",43602
"105 Bohola, Co. Mayo",..
"106 Brackloon, Co. Mayo",28298
"107 Callow, Co. Mayo",34325
"108 Cloonmore, Co. Mayo",36000
"109 Coolnaha, Co. Mayo",41563
"110 Cuildoo, Co. Mayo",35070
"111 Doocastle, Co. Mayo",36426
"112 Kilbeagh, Co. Mayo",33516
"113 Kilkelly, Co. Mayo",30489
"114 Killedan, Co. Mayo",35834
"115 Kilmovee, Co. Mayo",35543
"116 Kiltamagh, Co. Mayo",35168
"117 Meelick, Co. Mayo",38641
"118 Sonnagh, Co. Mayo",37010
"119 Swineford, Co. Mayo",42762
"120 Toocananagh, Co. Mayo",31565
"121 Toomore, Co. Mayo",40836
"122 Tumgesh, Co. Mayo",39227
"123 Urlaur, Co. Mayo",36261
"124 Acaill, Co. Mayo",33153
"125 Aghagower North, Co. Mayo",38200
"126 Aghagower South, Co. Mayo",..
"127 Aillemore, Co. Mayo",30782
"128 Ballycroy North, Co. Mayo",33179
"129 Ballycroy South, Co. Mayo",39321
"131 Clare Island, Co. Mayo",..
"132 Clogher, Co. Mayo",49283
"133 An Corrán, Co. Mayo",40494
"134 Croaghpatrick, Co. Mayo",44393
"135 Derryloughan, Co. Mayo",38557
"136 Dumha Éige, Co. Mayo",34676
"137 Drummin, Co. Mayo",..
"138 Emlagh, Co. Mayo",44071
"139 Erriff, Co. Mayo",..
"140 Glenhest, Co. Mayo",20139
"141 Islandeady, Co. Mayo",33326
"142 Kilgeever, Co. Mayo",..
"143 Kilmaclasser, Co. Mayo",35272
"144 Kilmeena (Part Urban), Co. Mayo",43110
"145 Kilsallagh, Co. Mayo",52921
"146 Knappagh, Co. Mayo",42684
"147 Louisburgh, Co. Mayo",38495
"148 Newport East, Co. Mayo",32318
"149 Newport West, Co. Mayo",39199
999 Owennadornaun / Bundorragha,31655
"151 Slievemahanagh, Co. Mayo",51380
"152 Slievemore, Co. Mayo",33419
"153 Srahmore, Co. Mayo",..
"154 Westport Rural, Co. Mayo",55232
"001 Athlone West Rural, Co. Roscommon",40937
"002 Ballydangan, Co. Roscommon",42340
"003 Ballynamona, Co. Roscommon",35859
"004 Caltragh, Co. Roscommon",33444
"005 Carnagh, Co. Roscommon",43255
"006 Carrowreagh, Co. Roscommon",45776
"007 Castlesampson, Co. Roscommon",36910
"008 Cloonburren, Co. Roscommon",37062
"009 Cloonown, Co. Roscommon",44021
"010 Crannagh, Co. Roscommon",51404
"011 Creagh, Co. Roscommon",35420
"012 Culliagh, Co. Roscommon",35369
"013 Drumlosh, Co. Roscommon",53686
"014 Dysart, Co. Roscommon",31938
"015 Kilcar, Co. Roscommon",39837
"016 Kiltoom, Co. Roscommon",52536
"017 Lecarrow, Co. Roscommon",49035
"018 Moore, Co. Roscommon",41885
"019 Rockhill, Co. Roscommon",60000
"020 Taghboy, Co. Roscommon",40899
"021 Taghmaconnell, Co. Roscommon",32980
"022 Thomastown, Co. Roscommon",43520
"023 Turrock, Co. Roscommon",41838
"024 Aghafin, Co. Roscommon",..
"026 Aughrim East, Co. Roscommon",32535
"027 Aughrim West, Co. Roscommon",..
"028 Ballyfarnan, Co. Roscommon",28635
"029 Ballyfermoyle, Co. Roscommon",34238
"030 Boyle Rural, Co. Roscommon",42035
"031 Boyle Urban, Co. Roscommon",38452
"032 Breedoge, Co. Roscommon",40030
"033 Cloonteen, Co. Roscommon",38698
"034 Creeve, Co. Roscommon",..
"035 Croghan, Co. Roscommon",33789
"036 Crossna, Co. Roscommon",35898
"037 Danesfort, Co. Roscommon",42379
"038 Estersnow, Co. Roscommon",..
"039 Keadew, Co. Roscommon",47286
"040 Kilbryan, Co. Roscommon",36753
"041 Kilcolagh, Co. Roscommon",..
"042 Killukin, Co. Roscommon",58473
"043 Killummod, Co. Roscommon",..
"044 Kilmacumsy, Co. Roscommon",43999
"045 Kilmore, Co. Roscommon",46136
999 Lisgarve / Mantua,..
999 Lough Allen / Altagowlan,27448
"049 Oakport, Co. Roscommon",39333
"050 Rockingham, Co. Roscommon",36806
"051 Rushfield, Co. Roscommon",40593
"052 Tivannagh, Co. Roscommon",48398
"053 Tumna North, Co. Roscommon",..
"054 Tumna South, Co. Roscommon",44940
"055 Artagh North, Co. Roscommon",45076
"056 Artagh South, Co. Roscommon",40170
"057 Ballaghaderreen, Co. Roscommon",33781
"058 Ballinlough, Co. Roscommon",33024
"059 Ballintober, Co. Roscommon",30778
"060 Baslick, Co. Roscommon",..
"061 Bellanagare, Co. Roscommon",31599
"062 Buckill, Co. Roscommon",29978
"063 Carrowduff, Co. Roscommon",41358
"064 Castleplunket, Co. Roscommon",36432
"065 Castlereagh, Co. Roscommon",27929
"066 Castleteheen, Co. Roscommon",23558
"067 Cloonfower, Co. Roscommon",30382
"068 Coolougher, Co. Roscommon",36292
"069 Edmondstown, Co. Roscommon",32642
"070 Fairymount, Co. Roscommon",41755
"071 Frenchpark, Co. Roscommon",31666
"072 Kiltullagh, Co. Roscommon",36248
"073 Loughglinn, Co. Roscommon",30127
"074 Annaghmore, Co. Roscommon",34064
"075 Athleague East, Co. Roscommon",43480
"076 Athleague West, Co. Roscommon",41545
"077 Ballygarden, Co. Roscommon",33172
"078 Bumlin, Co. Roscommon",38067
"079 Cams, Co. Roscommon",42835
"080 Cloonfinlough, Co. Roscommon",..
"081 Cloontuskert, Co. Roscommon",33054
"082 Cloonygormican, Co. Roscommon",46701
"083 Cloonyquin, Co. Roscommon",27124
"084 Creeve, Co. Roscommon",46232
"085 Cregga, Co. Roscommon",..
"086 Drumdaff, Co. Roscommon",39916
"087 Dunamon, Co. Roscommon",35657
"088 Elia, Co. Roscommon",..
"089 Elphin, Co. Roscommon",30393
"090 Fuerty, Co. Roscommon",45458
"091 Kilbride North, Co. Roscommon",36251
"092 Kilbride South, Co. Roscommon",33527
"093 Kilgefin, Co. Roscommon",36033
"094 Kilglass North, Co. Roscommon",33625
"095 Kilglass South, Co. Roscommon",47845
"096 Killavackan, Co. Roscommon",23094
"097 Killukin, Co. Roscommon",32169
"098 Kilteevan, Co. Roscommon",44351
"099 Lackan, Co. Roscommon",56141
"100 Lismaha, Co. Roscommon",37421
"101 Lissonuffy, Co. Roscommon",..
"102 Mote, Co. Roscommon",37691
"103 Ogulla, Co. Roscommon",31505
"104 Roosky, Co. Roscommon",37077
"105 Roscommon Rural, Co. Roscommon",40302
"106 Roscommon Urban, Co. Roscommon",27080
"107 Rosmoylan, Co. Roscommon",34532
"108 Rossmore, Co. Roscommon",..
"109 Scregg, Co. Roscommon",37264
"110 Strokestown, Co. Roscommon",39968
"111 Termonbarry, Co. Roscommon",51182
"112 Tulsk, Co. Roscommon",33653
"001 Sligo East, Co. Sligo",34501
"002 Sligo North, Co. Sligo",30352
"003 Sligo West, Co. Sligo",33446
"004 Aghanagh, Co. Sligo",44310
"005 Ballynashee, Co. Sligo",39999
"006 Coolavin, Co. Sligo",32159
"007 Cuilmore, Co. Sligo",39708
"008 Drumrat, Co. Sligo",34105
"009 Kilfree, Co. Sligo",36959
"010 Killadoon, Co. Sligo",41955
"011 Killaraght, Co. Sligo",37085
"012 Kilmactranny, Co. Sligo",36198
"013 Kilshalvy, Co. Sligo",38390
"014 Shancough, Co. Sligo",..
"015 Templevanny, Co. Sligo",30373
"016 Toomour, Co. Sligo",35495
"017 Aughris, Co. Sligo",28447
"018 Buncrowey, Co. Sligo",29704
"019 Castleconor East, Co. Sligo",..
"020 Castleconor West, Co. Sligo",37959
"021 Dromard East, Co. Sligo",44513
"022 Dromard West, Co. Sligo",32140
"023 Dromore, Co. Sligo",38510
"024 Easky East, Co. Sligo",34002
"025 Easky West, Co. Sligo",34770
"026 Kilglass, Co. Sligo",35965
"028 Rathmacurkey, Co. Sligo",36511
"029 Skreen, Co. Sligo",..
"030 Templeboy North, Co. Sligo",30070
999 Templeboy South / Mullagheruse,29781
"032 Toberpatrick East, Co. Sligo",33250
"033 Toberpatrick West, Co. Sligo",34795
"034 Ballintogher East, Co. Sligo",42966
"035 Ballintogher West, Co. Sligo",46442
"036 Ballymote, Co. Sligo",37262
"037 Ballynakill, Co. Sligo",40276
"038 Ballysadare East, Co. Sligo",36560
"039 Ballysadare West, Co. Sligo",45184
"040 Bricklieve, Co. Sligo",..
"041 Calry, Co. Sligo",47129
"042 Carney, Co. Sligo",38795
"043 Carrickbanagher, Co. Sligo",39303
"044 Cliffony North, Co. Sligo",34912
"045 Cliffony South, Co. Sligo",33163
"046 Collooney, Co. Sligo",47710
"047 Drumcliff East, Co. Sligo",36039
"048 Drumcliff West, Co. Sligo",50470
"049 Drumcolumb, Co. Sligo",..
"050 Drumfin, Co. Sligo",..
"051 Glencar, Co. Sligo",..
"052 Kilmacowen, Co. Sligo",51652
"053 Knockaree, Co. Sligo",53444
"054 Lakeview, Co. Sligo",49127
"055 Lisconny, Co. Sligo",..
"056 Lissadill East, Co. Sligo",36531
"057 Lissadill North, Co. Sligo",37990
"058 Lissadill West, Co. Sligo",15820
"059 Riverstown, Co. Sligo",32115
"060 Rossinver East, Co. Sligo",..
"061 Rossinver West, Co. Sligo",..
"062 Achonry East, Co. Sligo",36004
"063 Achonry West, Co. Sligo",38015
"064 Aclare, Co. Sligo",37768
"065 Annagh, Co. Sligo",..
"066 Banada, Co. Sligo",43164
999 Branchfield / Carrownaskeagh,..
"068 Breencorragh, Co. Sligo",..
"070 Cartron, Co. Sligo",36328
"072 Cloonoghill, Co. Sligo",28380
"073 Coolaney, Co. Sligo",39079
"074 Glendarragh, Co. Sligo",36554
"075 Kilmacteige, Co. Sligo",29816
"076 Kilturra, Co. Sligo",35378
"077 Leitrim, Co. Sligo",38528
999 Loughill / Cloonacool,41550
"079 Owenmore, Co. Sligo",..
"080 Streamstown, Co. Sligo",46066
"081 Temple, Co. Sligo",30000
"082 Tobercurry, Co. Sligo",34573
"001 Cavan Urban, Co. Cavan",27077
"002 Bailieborough, Co. Cavan",34003
"003 Carnagarve, Co. Cavan",36443
"004 Crossbane, Co. Cavan",34282
"005 Drumanespick, Co. Cavan",37051
"006 Enniskeen, Co. Cavan",37300
"007 Killinkere, Co. Cavan",36338
"008 Kingscourt, Co. Cavan",34425
"009 Lisagoan, Co. Cavan",37186
"010 Mullagh, Co. Cavan",36315
"011 Shercock, Co. Cavan",33507
"012 Skeagh, Co. Cavan",36836
"013 Taghart, Co. Cavan",29136
"014 Termon, Co. Cavan",43411
"015 Ballyconnell, Co. Cavan",28244
"016 Ballymagauran, Co. Cavan",35191
"017 Bawnboy, Co. Cavan",32000
"019 Bilberry, Co. Cavan",..
"020 Carn, Co. Cavan",..
"021 Diamond, Co. Cavan",..
"022 Doogary, Co. Cavan",..
"023 Kinawley, Co. Cavan",..
"024 Lissanover, Co. Cavan",47599
999 Pedara Vohers / Tircahan,..
"026 Swanlinbar, Co. Cavan",41204
999 Templeport / Benbrack,35350
"029 Ballyjamesduff, Co. Cavan",32727
"030 Castlerahan, Co. Cavan",35871
"031 Kilbride, Co. Cavan",36014
"032 Lurgan, Co. Cavan",44150
"033 Munterconnaught, Co. Cavan",39717
"034 Virginia, Co. Cavan",38396
"035 Ardue, Co. Cavan",36027
"036 Arvagh, Co. Cavan",35162
"037 Ashfield, Co. Cavan",45112
"038 Ballintemple, Co. Cavan",39691
"039 Ballyhaise, Co. Cavan",42523
"040 Ballymachugh, Co. Cavan",41838
"041 Bellananagh, Co. Cavan",27882
"042 Belturbet Urban, Co. Cavan",35632
"043 Bruce Hall, Co. Cavan",37023
"044 Butler's Bridge, Co. Cavan",36560
"045 Canningstown, Co. Cavan",35603
"046 Carrafin, Co. Cavan",34964
"047 Castlesaunderson, Co. Cavan",39847
"048 Cavan Rural, Co. Cavan",36940
"049 Clonervy, Co. Cavan",42691
"050 Cootehill Rural, Co. Cavan",38442
"051 Cootehill Urban, Co. Cavan",31891
"052 Corr, Co. Cavan",35202
"053 Corraneary, Co. Cavan",41516
"054 Crossdoney, Co. Cavan",42988
"055 Crosskeys, Co. Cavan",39135
"056 Cuttragh, Co. Cavan",35672
"057 Denn, Co. Cavan",34775
"058 Derrin, Co. Cavan",38156
"059 Drumcarban, Co. Cavan",40273
"060 Drumcarn, Co. Cavan",29727
"061 Drung, Co. Cavan",28130
"062 Graddum, Co. Cavan",39439
"063 Grilly, Co. Cavan",30893
"064 Kilconny, Co. Cavan",42234
"065 Kill, Co. Cavan",35869
"066 Killashandra, Co. Cavan",28732
"067 Killykeen, Co. Cavan",44949
"068 Kilnaleck, Co. Cavan",38633
"069 Knappagh, Co. Cavan",44943
"070 Larah North, Co. Cavan",41622
"071 Larah South, Co. Cavan",32453
"072 Milltown, Co. Cavan",39723
"073 Moynehall, Co. Cavan",37037
"074 Rakenny, Co. Cavan",41002
"075 Redhill, Co. Cavan",32292
"076 Springfield, Co. Cavan",..
"077 Stradone, Co. Cavan",36334
"078 Tullyvin East, Co. Cavan",45532
"079 Tullyvin West, Co. Cavan",32368
"080 Waterloo, Co. Cavan",41034
"081 Derrylahan, Co. Cavan",..
"083 Dowra, Co. Cavan",..
999 Dunmakeever / Derrynananta,..
"085 Eskey, Co. Cavan",..
999 Killinagh / Teebane,..
"088 Tuam, Co. Cavan",36189
"089 Drumlumman, Co. Cavan",36342
"090 Kilcogy, Co. Cavan",30887
"091 Kilgolagh, Co. Cavan",22202
"092 Loughdawan, Co. Cavan",33809
"093 Scrabby, Co. Cavan",38679
"001 Buncrana Urban, Co. Donegal",27074
"002 Bundoran Urban, Co. Donegal",29712
"003 Letterkenny Urban, Co. Donegal",23497
"004 Ballintra, Co. Donegal",35184
"005 Ballyshannon Rural, Co. Donegal",44313
"006 Ballyshannon Urban, Co. Donegal",37405
"007 Bundoran Rural, Co. Donegal",36863
"008 Carrickboy, Co. Donegal",31487
"009 Cavangarden, Co. Donegal",39046
"010 Cliff, Co. Donegal",42744
"011 Ballintra, Co. Donegal",36816
"012 An Bhinn Bhán, Co. Donegal",43015
"013 Bonnyglen, Co. Donegal",41450
"014 Clogher, Co. Donegal",41444
"015 Corkermore, Co. Donegal",..
"016 Donegal, Co. Donegal",43560
"017 Dunkineely, Co. Donegal",29581
"018 Eanymore, Co. Donegal",49239
"019 Grousehall, Co. Donegal",..
"020 Haugh, Co. Donegal",35082
"021 Inver, Co. Donegal",35270
"022 Laghy, Co. Donegal",34009
"023 Loch Iascaigh, Co. Donegal",..
"024 Pettigoe, Co. Donegal",..
"025 Tantallon, Co. Donegal",40990
"026 Tawnawully, Co. Donegal",39131
"027 Templecarn, Co. Donegal",..
"028 Tullynaught, Co. Donegal",42329
"029 Ards, Co. Donegal",32953
"030 Críoch na Sméar, Co. Donegal",..
"031 An Craoslach, Co. Donegal",27847
"032 Na Croisbhealaí, Co. Donegal",30406
"033 Caisleán na dTuath, Co. Donegal",..
"034 Dún Fionnachaidh, Co. Donegal",27700
"035 Dún Lúiche, Co. Donegal",38574
"036 Gort an Choirce, Co. Donegal",31831
"037 Machaire Chlochair, Co. Donegal",32175
"038 Mín an Chladaigh, Co. Donegal",34859
"039 Anagaire, Co. Donegal",32838
"040 Árainn Mhór, Co. Donegal",..
"041 Ard an Rátha, Co. Donegal",30367
"042 Cró Bheithe, Co. Donegal",..
"043 Cró Chaorach, Co. Donegal",..
"044 Crownarad, Co. Donegal",..
"045 Dawros, Co. Donegal",32648
"046 An Dúchoraidh, Co. Donegal",..
"047 An Clochán Liath, Co. Donegal",34676
"048 Baile na Finne, Co. Donegal",27805
"049 Gleann Cholm Cille, Co. Donegal",26476
"050 Gleann Gheis, Co. Donegal",35444
"051 Gleann Léithín, Co. Donegal",..
"052 Na Gleannta, Co. Donegal",34058
"053 An Ghrafaidh, Co. Donegal",..
"054 Inis Caoil, Co. Donegal",..
"055 Cill Charthaigh, Co. Donegal",32971
"056 Cill Ghabhlaigh, Co. Donegal",27227
"057 Killybegs, Co. Donegal",36308
"058 An Leargaidh Mhór, Co. Donegal",44236
"059 Leitir Mhic an Bhaird, Co. Donegal",24107
"060 Maas, Co. Donegal",35574
"061 An Machaire, Co. Donegal",37630
"062 Málainn Bhig, Co. Donegal",31507
"063 Maol Mosóg, Co. Donegal",..
"064 Inis Mhic an Doirn, Co. Donegal",35794
"065 Tieveskeelta, Co. Donegal",..
"066 Ardmalin, Co. Donegal",34302
"067 Ballyliffin, Co. Donegal",38676
"068 Birdstown, Co. Donegal",28666
"069 Buncrana Rural, Co. Donegal",29392
"070 Burt, Co. Donegal",38164
"071 Carndonagh, Co. Donegal",28389
"072 Carthage, Co. Donegal",24436
"073 Castlecary, Co. Donegal",35581
"074 Castleforward, Co. Donegal",18580
"075 Culdaff, Co. Donegal",26265
"076 Desertegny, Co. Donegal",31687
"077 Dunaff, Co. Donegal",36189
"078 Fahan, Co. Donegal",27773
"079 Glennagannon, Co. Donegal",..
"080 Gleneely, Co. Donegal",28632
"081 Glentogher, Co. Donegal",..
"082 Greencastle, Co. Donegal",28771
"083 Illies, Co. Donegal",24941
"084 Inch Island, Co. Donegal",..
"085 Kilderry, Co. Donegal",34553
"086 Killea, Co. Donegal",29195
"087 Malin, Co. Donegal",25327
"088 Mintiaghs, Co. Donegal",37224
"089 Moville, Co. Donegal",30416
"090 Newtown Cunningham, Co. Donegal",25531
"091 Redcastle, Co. Donegal",39371
"092 Straid, Co. Donegal",18313
"093 Three Trees, Co. Donegal",20494
"094 Turmone, Co. Donegal",..
"095 Whitecastle, Co. Donegal",33180
"096 Ballymacool (Part Rural), Co. Donegal",39007
"097 Castlewray (Part Rural), Co. Donegal",45392
"098 Mín an Lábáin, Co. Donegal",44184
"099 Corravaddy (Part Rural), Co. Donegal",49426
"100 Edenacarnan (Part Rural), Co. Donegal",45516
"101 Gartán, Co. Donegal",..
"102 Gortnavern, Co. Donegal",47664
"103 Killymasny, Co. Donegal",38107
"104 Kincraigy, Co. Donegal",29823
"105 Letterkenny Rural (Part Rural), Co. Donegal",34260
"106 Magheraboy (Part Rural), Co. Donegal",53523
"107 Manorcunningham, Co. Donegal",41951
"108 Suí Corr, Co. Donegal",..
"109 Templedouglas, Co. Donegal",43803
"110 Ballyarr, Co. Donegal",38895
"111 Carraig Airt, Co. Donegal",30247
"112 An Cheathrú Chaol, Co. Donegal",36601
"113 Creamhghort, Co. Donegal",34557
"114 Fánaid Thuaidh, Co. Donegal",30535
"115 Fánaid Thiar, Co. Donegal",25561
"116 Glen, Co. Donegal",..
"117 Glenalla, Co. Donegal",40670
"118 Grianfort, Co. Donegal",31672
"119 Killygarvan, Co. Donegal",..
"120 Kilmacrenan, Co. Donegal",36067
"121 Cnoc Colbha, Co. Donegal",44704
"122 Loch Caol, Co. Donegal",..
"123 Millford, Co. Donegal",42619
"124 Rathmelton, Co. Donegal",37562
"125 Rathmullan, Co. Donegal",33408
"126 Ros Goill, Co. Donegal",31628
"127 Rosnakill, Co. Donegal",34420
"128 An Tearmann, Co. Donegal",37245
"129 Allt na Péiste, Co. Donegal",26386
"130 Castlefinn, Co. Donegal",23204
"131 An Clochán, Co. Donegal",37699
"132 Cloghard, Co. Donegal",28504
"133 Clonleigh North, Co. Donegal",38999
"134 Clonleigh South, Co. Donegal",39278
"135 Convoy, Co. Donegal",28759
"136 Dooish, Co. Donegal",37757
"137 Feddyglass, Co. Donegal",..
"138 Figart, Co. Donegal",33292
"139 Gleneely, Co. Donegal",32622
"140 Goland, Co. Donegal",48444
"141 Killygordon, Co. Donegal",31934
"142 Knock, Co. Donegal",32927
"143 Lettermore, Co. Donegal",36326
"144 Mín Charraigeach, Co. Donegal",..
"145 Raphoe, Co. Donegal",27084
"146 St. Johnstown, Co. Donegal",24773
"147 Stranorlar, Co. Donegal",31676
"148 Treantaghmucklagh, Co. Donegal",29058
"149 Urney West, Co. Donegal",34592
"001 Carrickmacross Urban, Co. Monaghan",35918
"002 Castleblayney Urban, Co. Monaghan",31241
"003 Clones Urban, Co. Monaghan",27976
"004 Monaghan Urban, Co. Monaghan",26813
"005 Ballymackney, Co. Monaghan",41268
"006 Bocks, Co. Monaghan",35536
"007 Carrickmacross Rural, Co. Monaghan",37660
"008 Corracharra, Co. Monaghan",38737
"009 Crossalare, Co. Monaghan",37445
"010 Donaghmoyne, Co. Monaghan",45115
"011 Drumboory, Co. Monaghan",45000
"012 Drumcarrow, Co. Monaghan",38445
"013 Drumgurra, Co. Monaghan",37995
"014 Enagh, Co. Monaghan",36422
"015 Inishkeen, Co. Monaghan",41825
"016 Kilmurry, Co. Monaghan",38565
"017 Kiltybegs, Co. Monaghan",36464
"018 Loughfea, Co. Monaghan",42731
"019 Raferagh, Co. Monaghan",34506
"020 Annayalla, Co. Monaghan",32057
"021 Ballybay Rural, Co. Monaghan",33407
"022 Ballybay Urban, Co. Monaghan",..
"023 Bellatrain, Co. Monaghan",40348
"024 Broomfield, Co. Monaghan",38592
"025 Carrickaslane, Co. Monaghan",32559
"026 Carrickatee, Co. Monaghan",36550
"027 Castleblayney Rural (Part Rural), Co. Monaghan",36644
"028 Church Hill, Co. Monaghan",36137
"029 Creeve, Co. Monaghan",35451
"030 Cremartin, Co. Monaghan",40764
"031 Greagh, Co. Monaghan",41069
"032 Laragh, Co. Monaghan",36809
"033 Mullyash, Co. Monaghan",..
"034 Aghabog, Co. Monaghan",35047
"035 Anny, Co. Monaghan",29920
"036 Clones Rural (Part Rural), Co. Monaghan",35084
"037 Cormeen, Co. Monaghan",31577
"038 Currin, Co. Monaghan",34141
"039 Dawsongrove, Co. Monaghan",33750
"040 Drum, Co. Monaghan",..
"041 Drummully, Co. Monaghan",..
"042 Killeevan, Co. Monaghan",26080
"043 Killynenagh, Co. Monaghan",..
"044 Lisnaveane, Co. Monaghan",34252
"045 Newbliss, Co. Monaghan",30185
